index,suspicious,fleshReadingEase,numOfPunctN,typeToken
1,suspicious-document00008.txt,60.18,0.09740259740259741,0.704225352112676
2,suspicious-document00008.txt,83.32,0.0,1.0
3,suspicious-document00008.txt,121.22,0.0,1.0
4,suspicious-document00008.txt,93.81,0.3333333333333333,1.0
5,suspicious-document00008.txt,84.68,0.0,1.0
6,suspicious-document00008.txt,36.62,0.0,1.0
7,suspicious-document00008.txt,60.65,0.0625,0.8026315789473685
8,suspicious-document00008.txt,57.06,0.14634146341463414,0.7714285714285715
9,suspicious-document00008.txt,55.95,0.14285714285714285,0.8032786885245902
10,suspicious-document00008.txt,63.02,0.07547169811320754,0.82
11,suspicious-document00008.txt,121.22,1.5,1.0
12,suspicious-document00008.txt,36.62,0.0,1.0
13,suspicious-document00008.txt,66.6,0.24031007751937986,0.8867924528301887
14,suspicious-document00008.txt,83.32,0.0,1.0
15,suspicious-document00008.txt,92.8,0.25,1.0
16,suspicious-document00008.txt,67.08,0.045454545454545456,0.9047619047619048
17,suspicious-document00008.txt,69.72,0.1262135922330097,0.7391304347826086
18,suspicious-document00008.txt,50.36,0.0989010989010989,0.7590361445783133
19,suspicious-document00008.txt,56.55,0.09278350515463918,0.7272727272727273
20,suspicious-document00008.txt,44.14,0.09803921568627451,0.7311827956989247
21,suspicious-document00008.txt,45.46,0.10344827586206896,0.8235294117647058
22,suspicious-document00008.txt,48.84,0.10508474576271186,0.6127819548872181
23,suspicious-document00008.txt,61.16,0.13043478260869565,0.6206896551724138
24,suspicious-document00008.txt,52.2,0.07368421052631578,0.7272727272727273
25,suspicious-document00008.txt,59.33,0.1111111111111111,0.654320987654321
26,suspicious-document00008.txt,59.3,0.16058394160583941,0.7
27,suspicious-document00008.txt,65.05,0.05737704918032787,0.6695652173913044
28,suspicious-document00008.txt,54.26,0.0821917808219178,0.5615763546798029
29,suspicious-document00008.txt,46.37,0.13978494623655913,0.7317073170731707
30,suspicious-document00008.txt,61.67,0.11888111888111888,0.6614173228346457
31,suspicious-document00008.txt,43.73,0.13636363636363635,0.6631578947368421
32,suspicious-document00008.txt,26.18,0.075,0.592391304347826
33,suspicious-document00008.txt,51.89,0.13432835820895522,0.7627118644067796
34,suspicious-document00008.txt,66.07,0.10062893081761007,0.5909090909090909
35,suspicious-document00008.txt,47.08,0.12096774193548387,0.7207207207207207
36,suspicious-document00008.txt,73.68,0.0967741935483871,0.9310344827586207
37,suspicious-document00008.txt,45.46,0.08,0.7391304347826086
38,suspicious-document00008.txt,56.69,0.0755813953488372,0.6211180124223602
39,suspicious-document00008.txt,65.73,0.14893617021276595,0.7209302325581395
40,suspicious-document00008.txt,38.66,0.1,0.7083333333333334
41,suspicious-document00008.txt,46.71,0.09574468085106383,0.6666666666666666
42,suspicious-document00008.txt,69.45,0.13114754098360656,0.7407407407407407
43,suspicious-document00008.txt,69.82,0.1165644171779141,0.684931506849315
44,suspicious-document00008.txt,70.13,0.13333333333333333,0.6482758620689655
45,suspicious-document00008.txt,58.21,0.09523809523809523,0.631578947368421
46,suspicious-document00008.txt,4.49,0.08333333333333333,0.6060606060606061
47,suspicious-document00008.txt,51.68,0.109375,0.6923076923076923
48,suspicious-document00008.txt,57.61,0.09278350515463918,0.7272727272727273
49,suspicious-document00008.txt,92.8,0.2,1.0
50,suspicious-document00008.txt,45.59,0.07407407407407407,0.84
51,suspicious-document00008.txt,42.92,0.08235294117647059,0.7848101265822784
52,suspicious-document00008.txt,66.13,0.0958904109589041,0.6911764705882353
53,suspicious-document00008.txt,62.72,0.10119047619047619,0.618421052631579
54,suspicious-document00008.txt,65.32,0.10416666666666667,0.6461538461538462
55,suspicious-document00008.txt,41.5,0.11016949152542373,0.6981132075471698
56,suspicious-document00008.txt,73.88,0.16363636363636364,0.6108108108108108
57,suspicious-document00008.txt,67.08,0.14583333333333334,0.8571428571428571
58,suspicious-document00008.txt,65.52,0.1347517730496454,0.6538461538461539
59,suspicious-document00008.txt,52.23,0.09917355371900827,0.7129629629629629
60,suspicious-document00008.txt,59.74,0.10407239819004525,0.5778894472361809
61,suspicious-document00008.txt,67.59,0.11956521739130435,0.8048780487804879
62,suspicious-document00008.txt,70.47,0.10526315789473684,0.8461538461538461
63,suspicious-document00008.txt,61.67,0.18181818181818182,0.8545454545454545
64,suspicious-document00008.txt,66.13,0.17829457364341086,0.7181818181818181
65,suspicious-document00008.txt,49.52,0.10344827586206896,0.7884615384615384
66,suspicious-document00008.txt,56.79,0.11274509803921569,0.5573770491803278
67,suspicious-document00008.txt,47.18,0.10588235294117647,0.7307692307692307
68,suspicious-document00008.txt,48.09,0.09278350515463918,0.6931818181818182
69,suspicious-document00008.txt,46.1,0.11834319526627218,0.5133333333333333
70,suspicious-document00008.txt,60.04,0.12550607287449392,0.4976958525345622
71,suspicious-document00008.txt,54.56,0.13793103448275862,0.8
72,suspicious-document00008.txt,56.15,0.11194029850746269,0.6528925619834711
73,suspicious-document00008.txt,38.15,0.1111111111111111,0.8
74,suspicious-document00008.txt,53.81,0.07947019867549669,0.6474820143884892
75,suspicious-document00008.txt,65.73,0.0684931506849315,0.6857142857142857
76,suspicious-document00008.txt,57.4,0.05714285714285714,0.6287878787878788
77,suspicious-document00008.txt,56.25,0.11965811965811966,0.7142857142857143
78,suspicious-document00008.txt,59.6,0.14634146341463414,0.8571428571428571
79,suspicious-document00008.txt,63.19,0.15384615384615385,0.7727272727272727
80,suspicious-document00008.txt,42.89,0.12048192771084337,0.7534246575342466
81,suspicious-document00008.txt,28.85,0.0913978494623656,0.5892857142857143
82,suspicious-document00008.txt,91.27,0.5,1.0
83,suspicious-document00008.txt,12.3,0.12121212121212122,0.5341880341880342
84,suspicious-document00008.txt,63.36,0.15384615384615385,0.7878787878787878
85,suspicious-document00008.txt,99.23,0.6666666666666666,1.0
86,suspicious-document00008.txt,99.23,0.5833333333333334,1.0
87,suspicious-document00008.txt,118.18,0.75,1.0
88,suspicious-document00008.txt,75.71,0.14285714285714285,0.96
89,suspicious-document00008.txt,62.88,0.08450704225352113,0.7313432835820896
90,suspicious-document00008.txt,-9.06,0.12345679012345678,0.5046296296296297
91,suspicious-document00008.txt,56.89,0.15384615384615385,0.8088235294117647
92,suspicious-document00008.txt,54.05,0.15517241379310345,0.75
93,suspicious-document00008.txt,46.51,0.1793103448275862,0.6532258064516129
94,suspicious-document00008.txt,89.75,0.5714285714285714,1.0
95,suspicious-document00008.txt,10.57,0.125,0.8857142857142857
96,suspicious-document00008.txt,43.22,0.22549019607843138,0.7
97,suspicious-document00008.txt,116.15,0.5384615384615384,1.0
98,suspicious-document00008.txt,106.67,0.4666666666666667,1.0
99,suspicious-document00008.txt,116.15,0.5384615384615384,1.0
100,suspicious-document00008.txt,40.48,0.14173228346456693,0.6666666666666666
101,suspicious-document00008.txt,42.92,0.20618556701030927,0.7283950617283951
102,suspicious-document00008.txt,77.23,0.15789473684210525,0.9090909090909091
103,suspicious-document00008.txt,31.72,0.14414414414414414,0.6767676767676768
