index,suspicious,fleshReadingEase,numOfPunctN,typeToken
1,suspicious-document00005.txt,54.93,0.07692307692307693,0.851063829787234
2,suspicious-document00005.txt,59.5,0.12962962962962962,0.6595744680851063
3,suspicious-document00005.txt,66.47,0.13488372093023257,0.609375
4,suspicious-document00005.txt,55.24,0.0970873786407767,0.7395833333333334
5,suspicious-document00005.txt,45.09,0.08771929824561403,0.6634615384615384
6,suspicious-document00005.txt,80.31,0.10909090909090909,0.7916666666666666
7,suspicious-document00005.txt,69.11,0.13636363636363635,0.7543859649122807
8,suspicious-document00005.txt,49.49,0.0625,0.9032258064516129
9,suspicious-document00005.txt,-47.99,0.0,1.0
10,suspicious-document00005.txt,54.15,0.09285714285714286,0.5952380952380952
11,suspicious-document00005.txt,59.13,0.23404255319148937,0.7435897435897436
12,suspicious-document00005.txt,31.89,0.19148936170212766,0.6923076923076923
13,suspicious-document00005.txt,55.95,0.19047619047619047,0.7473684210526316
14,suspicious-document00005.txt,62.88,0.11827956989247312,0.7261904761904762
15,suspicious-document00005.txt,72.16,0.17543859649122806,0.8125
16,suspicious-document00005.txt,71.75,0.11956521739130435,0.7317073170731707
17,suspicious-document00005.txt,80.65,0.1,0.7464788732394366
18,suspicious-document00005.txt,35.61,0.15625,0.9629629629629629
19,suspicious-document00005.txt,-10.76,0.0,1.0
20,suspicious-document00005.txt,63.02,0.038461538461538464,0.88
21,suspicious-document00005.txt,61.97,0.13333333333333333,0.8113207547169812
22,suspicious-document00005.txt,64.41,0.09803921568627451,0.6956521739130435
23,suspicious-document00005.txt,54.05,0.10526315789473684,0.6792452830188679
24,suspicious-document00005.txt,62.21,0.1111111111111111,0.6796875
25,suspicious-document00005.txt,36.96,0.0,1.0
26,suspicious-document00005.txt,51.52,0.125,0.7142857142857143
27,suspicious-document00005.txt,50.5,0.16666666666666666,0.7228915662650602
28,suspicious-document00005.txt,52.53,0.10344827586206896,0.9615384615384616
29,suspicious-document00005.txt,49.49,0.09090909090909091,0.8620689655172413
30,suspicious-document00005.txt,67.59,0.22,0.6571428571428571
31,suspicious-document00005.txt,83.66,0.25,0.7727272727272727
32,suspicious-document00005.txt,43.9,0.3076923076923077,0.7894736842105263
33,suspicious-document00005.txt,69.45,0.24242424242424243,0.84
34,suspicious-document00005.txt,71.14,0.25,0.8666666666666667
35,suspicious-document00005.txt,87.05,0.15,1.0
36,suspicious-document00005.txt,56.59,0.21428571428571427,0.9523809523809523
37,suspicious-document00005.txt,59.98,0.16129032258064516,0.8461538461538461
38,suspicious-document00005.txt,79.6,0.2682926829268293,0.6551724137931034
39,suspicious-document00005.txt,58.62,0.25,0.7894736842105263
40,suspicious-document00005.txt,70.47,0.20689655172413793,0.6521739130434783
41,suspicious-document00005.txt,60.99,0.16666666666666666,0.68
42,suspicious-document00005.txt,83.66,0.14285714285714285,0.9166666666666666
43,suspicious-document00005.txt,62.68,0.1891891891891892,0.4666666666666667
44,suspicious-document00005.txt,58.96,0.0967741935483871,0.7857142857142857
45,suspicious-document00005.txt,56.93,0.2,0.6785714285714286
46,suspicious-document00005.txt,58.29,0.14634146341463414,0.7428571428571429
47,suspicious-document00005.txt,69.11,0.19047619047619047,0.8235294117647058
48,suspicious-document00005.txt,73.51,0.19230769230769232,0.7142857142857143
49,suspicious-document00005.txt,82.65,0.13333333333333333,1.0
50,suspicious-document00005.txt,58.96,0.0967741935483871,0.8928571428571429
51,suspicious-document00005.txt,64.71,0.125,0.8571428571428571
52,suspicious-document00005.txt,70.13,0.10526315789473684,0.8823529411764706
53,suspicious-document00005.txt,46.44,0.16666666666666666,0.7333333333333333
54,suspicious-document00005.txt,39.68,0.11764705882352941,0.6888888888888889
55,suspicious-document00005.txt,54.56,0.20689655172413793,0.8695652173913043
56,suspicious-document00005.txt,57.77,0.1774193548387097,0.7291666666666666
57,suspicious-document00005.txt,-7.38,0.15384615384615385,1.0
58,suspicious-document00005.txt,74.25,0.4418604651162791,0.6153846153846154
59,suspicious-document00005.txt,56.25,0.12418300653594772,0.627906976744186
60,suspicious-document00005.txt,37.64,0.07407407407407407,0.8
61,suspicious-document00005.txt,70.9,0.15584415584415584,0.546875
62,suspicious-document00005.txt,35.99,0.11794871794871795,0.6023391812865497
63,suspicious-document00005.txt,71.34,0.14666666666666667,0.796875
64,suspicious-document00005.txt,64.91,0.16666666666666666,0.676056338028169
65,suspicious-document00005.txt,8.88,0.15384615384615385,0.7
66,suspicious-document00005.txt,47.46,0.05185185185185185,0.65625
67,suspicious-document00005.txt,38.18,0.10884353741496598,0.5801526717557252
68,suspicious-document00005.txt,43.09,0.16793893129770993,0.6788990825688074
69,suspicious-document00005.txt,56.29,0.09803921568627451,0.7142857142857143
