index,suspicious,fleshReadingEase,numOfPunctN,typeToken
1,suspicious-document00006.txt,72.5,0.14285714285714285,0.7708333333333334
2,suspicious-document00006.txt,68.74,0.07777777777777778,0.6626506024096386
3,suspicious-document00006.txt,85.52,0.16483516483516483,0.7125
4,suspicious-document00006.txt,91.82,0.14285714285714285,0.4647887323943662
5,suspicious-document00006.txt,79.3,0.07692307692307693,0.5619834710743802
6,suspicious-document00006.txt,71.28,0.12460063897763578,0.44014084507042256
7,suspicious-document00006.txt,87.35,0.16262975778546712,0.43873517786561267
8,suspicious-document00006.txt,64.88,0.16216216216216217,0.796875
9,suspicious-document00006.txt,64.21,0.19269102990033224,0.3831417624521073
10,suspicious-document00006.txt,81.29,0.125,1.0
11,suspicious-document00006.txt,63.7,0.08888888888888889,0.5365853658536586
12,suspicious-document00006.txt,79.9,0.13333333333333333,0.5169491525423728
13,suspicious-document00006.txt,85.69,0.09836065573770492,0.7272727272727273
14,suspicious-document00006.txt,88.77,0.14181818181818182,0.33070866141732286
15,suspicious-document00006.txt,88.87,0.12222222222222222,0.7160493827160493
16,suspicious-document00006.txt,62.75,0.11654135338345864,0.2892561983471074
17,suspicious-document00006.txt,78.89,0.14935064935064934,0.3992673992673993
18,suspicious-document00006.txt,82.44,0.15463917525773196,0.4090909090909091
19,suspicious-document00006.txt,33.11,0.1314878892733564,0.40074906367041196
20,suspicious-document00006.txt,64.37,0.125,1.0
21,suspicious-document00006.txt,69.62,0.12903225806451613,0.5535714285714286
22,suspicious-document00006.txt,83.05,0.22727272727272727,0.647887323943662
23,suspicious-document00006.txt,95.88,0.1875,0.6071428571428571
24,suspicious-document00006.txt,68.7,0.11688311688311688,0.5441176470588235
25,suspicious-document00006.txt,68.5,0.175,0.5652173913043478
26,suspicious-document00006.txt,63.02,0.11224489795918367,0.4943181818181818
27,suspicious-document00006.txt,87.05,0.17886178861788618,0.6422018348623854
28,suspicious-document00006.txt,92.02,0.2198581560283688,0.5950413223140496
29,suspicious-document00006.txt,73.17,0.11764705882352941,0.9333333333333333
30,suspicious-document00006.txt,76.56,0.20270270270270271,0.6333333333333333
31,suspicious-document00006.txt,83.15,0.18181818181818182,0.8518518518518519
32,suspicious-document00006.txt,93.64,0.2052980132450331,0.4566929133858268
33,suspicious-document00006.txt,72.19,0.1608695652173913,0.4263959390862944
34,suspicious-document00006.txt,74.87,0.17869415807560138,0.3551020408163265
35,suspicious-document00006.txt,72.46,0.1651376146788991,0.7052631578947368
36,suspicious-document00006.txt,52.87,0.07894736842105263,0.7714285714285715
37,suspicious-document00006.txt,44.92,0.1038961038961039,0.7142857142857143
38,suspicious-document00006.txt,54.05,0.10526315789473684,0.7843137254901961
39,suspicious-document00006.txt,72.29,0.12462006079027356,0.5342465753424658
40,suspicious-document00006.txt,83.36,0.15384615384615385,0.7530864197530864
41,suspicious-document00006.txt,93.74,0.11235955056179775,0.65
42,suspicious-document00006.txt,78.96,0.11904761904761904,0.8648648648648649
43,suspicious-document00006.txt,78.48,0.17729083665338646,0.3561320754716981
44,suspicious-document00006.txt,91.21,0.2047244094488189,0.37216828478964403
45,suspicious-document00006.txt,78.89,0.143646408839779,0.5900621118012422
46,suspicious-document00006.txt,85.52,0.1891891891891892,0.25961538461538464
47,suspicious-document00006.txt,84.17,0.1038961038961039,0.5362318840579711
48,suspicious-document00006.txt,86.44,0.08823529411764706,0.5698924731182796
49,suspicious-document00006.txt,78.32,0.10135135135135136,0.5338345864661654
50,suspicious-document00006.txt,90.5,0.15637860082304528,0.5219512195121951
51,suspicious-document00006.txt,87.65,0.12849162011173185,0.5159235668789809
52,suspicious-document00006.txt,60.21,0.14389799635701275,0.33541666666666664
53,suspicious-document00006.txt,63.06,0.16981132075471697,0.48698884758364314
54,suspicious-document00006.txt,83.7,0.20499479708636836,0.29833546734955185
55,suspicious-document00006.txt,78.59,0.09497206703910614,0.5308641975308642
56,suspicious-document00006.txt,81.83,0.12871287128712872,0.651685393258427
57,suspicious-document00006.txt,86.23,0.1171875,0.5575221238938053
58,suspicious-document00006.txt,78.18,0.10097719869706841,0.36101083032490977
59,suspicious-document00006.txt,88.26,0.09348441926345609,0.371875
60,suspicious-document00006.txt,80.51,0.13553113553113552,0.3952569169960474
61,suspicious-document00006.txt,79.43,0.11149825783972125,0.39453125
62,suspicious-document00006.txt,77.4,0.15432098765432098,0.2631578947368421
63,suspicious-document00006.txt,49.48,0.16666666666666666,1.0
64,suspicious-document00006.txt,95.77,0.18518518518518517,0.6363636363636364
65,suspicious-document00006.txt,60.82,0.2111111111111111,0.6619718309859155
66,suspicious-document00006.txt,75.2,0.3157894736842105,1.0
67,suspicious-document00006.txt,37.99,0.22666666666666666,0.7166666666666667
68,suspicious-document00006.txt,76.29,0.2185792349726776,0.5067567567567568
69,suspicious-document00006.txt,93.64,0.11764705882352941,0.6739130434782609
70,suspicious-document00006.txt,78.08,0.11904761904761904,0.7435897435897436
71,suspicious-document00006.txt,88.06,0.08602150537634409,0.6352941176470588
72,suspicious-document00006.txt,85.52,0.10687022900763359,0.5042735042735043
73,suspicious-document00006.txt,78.18,0.08,0.6739130434782609
74,suspicious-document00006.txt,81.67,0.11392405063291139,0.5047619047619047
75,suspicious-document00006.txt,74.87,0.13043478260869565,0.75
76,suspicious-document00006.txt,90.09,0.16996047430830039,0.47685185185185186
77,suspicious-document00006.txt,104.64,0.14285714285714285,0.8888888888888888
78,suspicious-document00006.txt,77.91,0.22857142857142856,0.8275862068965517
79,suspicious-document00006.txt,82.68,0.1518987341772152,0.6176470588235294
80,suspicious-document00006.txt,83.39,0.15811088295687886,0.28132387706855794
81,suspicious-document00006.txt,79.6,0.13559322033898305,0.5882352941176471
82,suspicious-document00006.txt,92.63,0.21875,0.88
83,suspicious-document00006.txt,82.34,0.12244897959183673,0.813953488372093
84,suspicious-document00006.txt,71.78,0.14942528735632185,0.6216216216216216
85,suspicious-document00006.txt,66.41,0.08163265306122448,0.6666666666666666
86,suspicious-document00006.txt,75.27,0.10303030303030303,0.4797297297297297
87,suspicious-document00006.txt,47.16,0.16908212560386474,0.4883720930232558
88,suspicious-document00006.txt,80.31,0.14285714285714285,0.47368421052631576
89,suspicious-document00006.txt,90.09,0.15384615384615385,0.8
90,suspicious-document00006.txt,86.94,0.0880503144654088,0.41379310344827586
91,suspicious-document00006.txt,52.06,0.12254901960784313,0.41899441340782123
92,suspicious-document00006.txt,80.21,0.14935064935064934,0.3622641509433962
93,suspicious-document00006.txt,76.86,0.19181034482758622,0.3394255874673629
94,suspicious-document00006.txt,52.5,0.1504539559014267,0.25
95,suspicious-document00006.txt,60.32,0.2,0.6027397260273972
96,suspicious-document00006.txt,89.79,0.25806451612903225,0.4785714285714286
97,suspicious-document00006.txt,69.55,0.24346076458752516,0.33419689119170987
98,suspicious-document00006.txt,76.9,0.1111111111111111,0.6071428571428571
99,suspicious-document00006.txt,48.17,0.07650273224043716,0.5266272189349113
100,suspicious-document00006.txt,60.52,0.0949367088607595,0.5104895104895105
101,suspicious-document00006.txt,61.33,0.10256410256410256,0.6571428571428571
102,suspicious-document00006.txt,77.91,0.0,1.0
103,suspicious-document00006.txt,34.59,0.0,1.0
104,suspicious-document00006.txt,59.98,0.15151515151515152,0.7586206896551724
105,suspicious-document00006.txt,82.95,0.17543859649122806,0.6836734693877551
106,suspicious-document00006.txt,83.83,0.42857142857142855,1.0
107,suspicious-document00006.txt,103.63,0.3333333333333333,1.0
108,suspicious-document00006.txt,101.6,0.3333333333333333,0.8571428571428571
109,suspicious-document00006.txt,37.31,0.125,0.7764705882352941
110,suspicious-document00006.txt,63.06,0.05,0.706766917293233
111,suspicious-document00006.txt,79.6,0.11224489795918367,0.7176470588235294
112,suspicious-document00006.txt,74.35,0.5,1.0
113,suspicious-document00006.txt,76.08,0.10236220472440945,0.6173913043478261
114,suspicious-document00006.txt,91.82,0.1836734693877551,0.8
115,suspicious-document00006.txt,78.79,0.15476190476190477,0.6197183098591549
116,suspicious-document00006.txt,75.95,0.1693548387096774,0.5048543689320388
117,suspicious-document00006.txt,77.23,0.15384615384615385,0.8181818181818182
118,suspicious-document00006.txt,65.73,0.08235294117647059,0.6794871794871795
119,suspicious-document00006.txt,85.02,0.09774436090225563,0.4583333333333333
120,suspicious-document00006.txt,94.35,0.20754716981132076,0.6744186046511628
121,suspicious-document00006.txt,99.57,0.0967741935483871,0.8928571428571429
122,suspicious-document00006.txt,77.71,0.17768595041322313,0.2753623188405797
123,suspicious-document00006.txt,43.77,0.11797752808988764,0.5987654320987654
124,suspicious-document00006.txt,76.56,0.1836734693877551,0.8095238095238095
125,suspicious-document00006.txt,75.54,0.16477272727272727,0.5033112582781457
126,suspicious-document00006.txt,88.06,0.15,0.9411764705882353
127,suspicious-document00006.txt,66.07,0.16981132075471697,0.8
128,suspicious-document00006.txt,95.51,0.1,0.7222222222222222
129,suspicious-document00006.txt,84.37,0.15517241379310345,0.6326530612244898
130,suspicious-document00006.txt,94.15,0.15384615384615385,0.9090909090909091
131,suspicious-document00006.txt,64.21,0.14130434782608695,0.5925925925925926
132,suspicious-document00006.txt,77.91,0.13368983957219252,0.4121212121212121
133,suspicious-document00006.txt,89.79,0.11538461538461539,0.7608695652173914
134,suspicious-document00006.txt,87.39,0.1875,0.7777777777777778
135,suspicious-document00006.txt,64.72,0.13043478260869565,0.5370370370370371
136,suspicious-document00006.txt,51.01,0.11570247933884298,0.5420560747663551
137,suspicious-document00006.txt,94.15,0.21428571428571427,0.6727272727272727
138,suspicious-document00006.txt,78.93,0.13333333333333333,0.5384615384615384
139,suspicious-document00006.txt,84.61,0.184,0.6037735849056604
140,suspicious-document00006.txt,82.07,0.15644171779141106,0.2824156305506217
141,suspicious-document00006.txt,87.76,0.17857142857142858,0.6805555555555556
142,suspicious-document00006.txt,92.42,0.11627906976744186,0.8157894736842105
143,suspicious-document00006.txt,64.04,0.22580645161290322,0.875
144,suspicious-document00006.txt,96.52,0.15,0.8235294117647058
145,suspicious-document00006.txt,96.18,0.18181818181818182,1.0
146,suspicious-document00006.txt,91.31,0.09836065573770492,0.6363636363636364
147,suspicious-document00006.txt,78.11,0.10084033613445378,0.6018518518518519
148,suspicious-document00006.txt,86.54,0.112,0.4774774774774775
149,suspicious-document00006.txt,82.27,0.08108108108108109,0.5294117647058824
150,suspicious-document00006.txt,85.62,0.0935672514619883,0.4838709677419355
151,suspicious-document00006.txt,65.39,0.08823529411764706,0.7419354838709677
152,suspicious-document00006.txt,63.4,0.12056737588652482,0.504
153,suspicious-document00006.txt,90.29,0.18055555555555555,0.7627118644067796
154,suspicious-document00006.txt,80.11,0.10810810810810811,0.7121212121212122
155,suspicious-document00006.txt,79.19,0.14953271028037382,0.36220472440944884
156,suspicious-document00006.txt,56.76,0.12222222222222222,0.569620253164557
157,suspicious-document00006.txt,43.06,0.152,0.7264150943396226
158,suspicious-document00006.txt,80.11,0.10810810810810811,0.48484848484848486
159,suspicious-document00006.txt,85.73,0.1174785100286533,0.43174603174603177
160,suspicious-document00006.txt,71.82,0.15112540192926044,0.42962962962962964
161,suspicious-document00006.txt,69.04,0.15652768284347232,0.19652722967640096
162,suspicious-document00006.txt,61.67,0.18867924528301888,0.7906976744186046
163,suspicious-document00006.txt,74.19,0.2631578947368421,1.0
164,suspicious-document00006.txt,80.72,0.19444444444444445,0.4891304347826087
165,suspicious-document00006.txt,81.12,0.10144927536231885,0.6612903225806451
166,suspicious-document00006.txt,92.12,0.10344827586206896,0.8846153846153846
167,suspicious-document00006.txt,83.8,0.13994910941475827,0.36151603498542273
168,suspicious-document00006.txt,77.57,0.10471204188481675,0.4444444444444444
169,suspicious-document00006.txt,90.02,0.12686567164179105,0.559322033898305
170,suspicious-document00006.txt,69.65,0.10666666666666667,0.6029411764705882
171,suspicious-document00006.txt,32.06,0.11382113821138211,0.5315315315315315
172,suspicious-document00006.txt,70.36,0.11165048543689321,0.47282608695652173
173,suspicious-document00006.txt,80.21,0.22413793103448276,0.4973544973544973
174,suspicious-document00006.txt,85.18,0.09803921568627451,0.6956521739130435
175,suspicious-document00006.txt,87.55,0.09090909090909091,0.6285714285714286
176,suspicious-document00006.txt,91.82,0.1111111111111111,0.85
177,suspicious-document00006.txt,92.42,0.09523809523809523,0.7105263157894737
178,suspicious-document00006.txt,87.25,0.08974358974358974,0.5352112676056338
179,suspicious-document00006.txt,88.06,0.08108108108108109,0.7647058823529411
180,suspicious-document00006.txt,80.01,0.09782608695652174,0.6506024096385542
181,suspicious-document00006.txt,79.94,0.07407407407407407,0.8
182,suspicious-document00006.txt,86.71,0.09090909090909091,0.6666666666666666
183,suspicious-document00006.txt,81.73,0.0916030534351145,0.5462184873949579
184,suspicious-document00006.txt,78.42,0.09142857142857143,0.44025157232704404
185,suspicious-document00006.txt,84.0,0.08695652173913043,0.5476190476190477
186,suspicious-document00006.txt,92.46,0.08695652173913043,0.9047619047619048
187,suspicious-document00006.txt,78.99,0.09278350515463918,0.5113636363636364
188,suspicious-document00006.txt,86.71,0.09090909090909091,0.8
189,suspicious-document00006.txt,76.05,0.12086092715231789,0.27726432532347506
190,suspicious-document00006.txt,73.85,0.11428571428571428,0.8064516129032258
191,suspicious-document00006.txt,91.51,0.12037037037037036,0.5578947368421052
192,suspicious-document00006.txt,82.99,0.08333333333333333,0.4696969696969697
193,suspicious-document00006.txt,34.27,0.07894736842105263,0.5285714285714286
194,suspicious-document00006.txt,62.69,0.10638297872340426,0.7142857142857143
195,suspicious-document00006.txt,65.39,0.06060606060606061,0.7741935483870968
196,suspicious-document00006.txt,77.57,0.10377358490566038,0.47368421052631576
197,suspicious-document00006.txt,86.03,0.109375,0.7894736842105263
198,suspicious-document00006.txt,91.41,0.12337662337662338,0.6131386861313869
199,suspicious-document00006.txt,91.92,0.12083333333333333,0.4834123222748815
200,suspicious-document00006.txt,39.85,0.12837837837837837,0.5891472868217055
201,suspicious-document00006.txt,89.18,0.16908212560386474,0.3595505617977528
202,suspicious-document00006.txt,91.11,0.104,0.5
203,suspicious-document00006.txt,77.67,0.17570754716981132,0.2346368715083799
204,suspicious-document00006.txt,87.25,0.11570247933884298,0.5233644859813084
205,suspicious-document00006.txt,90.29,0.078125,0.4915254237288136
206,suspicious-document00006.txt,75.74,0.12903225806451613,0.7108433734939759
207,suspicious-document00006.txt,78.59,0.13333333333333333,0.4930555555555556
208,suspicious-document00006.txt,82.38,0.08130081300813008,0.5663716814159292
209,suspicious-document00006.txt,82.65,0.1,0.75
210,suspicious-document00006.txt,95.77,0.14814814814814814,0.6170212765957447
211,suspicious-document00006.txt,93.03,0.17687074829931973,0.6475409836065574
212,suspicious-document00006.txt,92.46,0.16,0.8571428571428571
213,suspicious-document00006.txt,44.75,0.1,0.8333333333333334
214,suspicious-document00006.txt,59.3,0.13953488372093023,0.8648648648648649
215,suspicious-document00006.txt,23.94,0.07352941176470588,0.6299212598425197
216,suspicious-document00006.txt,72.5,0.07692307692307693,0.75
217,suspicious-document00006.txt,102.61,0.18518518518518517,0.5909090909090909
218,suspicious-document00006.txt,85.18,0.11764705882352941,0.782608695652174
219,suspicious-document00006.txt,82.48,0.18181818181818182,0.8043478260869565
220,suspicious-document00006.txt,83.59,0.14613180515759314,0.35973597359735976
221,suspicious-document00006.txt,72.84,0.030303030303030304,0.59375
222,suspicious-document00006.txt,89.79,0.15934065934065933,0.36538461538461536
223,suspicious-document00006.txt,78.48,0.12413793103448276,0.549618320610687
224,suspicious-document00006.txt,89.48,0.24285714285714285,0.5486725663716814
225,suspicious-document00006.txt,92.46,0.14285714285714285,0.6428571428571429
226,suspicious-document00006.txt,95.88,0.0975609756097561,0.5135135135135135
227,suspicious-document00006.txt,92.05,0.09042553191489362,0.4269005847953216
228,suspicious-document00006.txt,69.82,0.09836065573770492,0.6909090909090909
229,suspicious-document00006.txt,89.58,0.08823529411764706,0.6290322580645161
230,suspicious-document00006.txt,81.12,0.14646464646464646,0.3235294117647059
231,suspicious-document00006.txt,76.39,0.088,0.5701754385964912
232,suspicious-document00006.txt,67.93,0.07317073170731707,0.5
