index,suspicious,fleshReadingEase,numMedWord,syllableCount,numLetters,numOfPunctN,typeToken,funcWords
1,suspicious-document00001.txt,-31.32,94.35483870967742,127.66129032258064,401.16129032258067,12.53225806451613,0.2604570100697134,0.38256410256410256
2,suspicious-document00002.txt,50.54,108.56118143459915,133.36075949367088,439.87130801687766,15.358649789029537,0.15187297327518728,0.3811680108832961
3,suspicious-document00003.txt,-69.79,141.45882352941177,185.2235294117647,569.5176470588235,17.423529411764704,0.17693596425912136,0.37120519005239955
4,suspicious-document00004.txt,70.97,59.44642857142857,63.035714285714285,213.66071428571428,10.071428571428571,0.3626609442060086,0.35416040853109043
5,suspicious-document00005.txt,-119.25,59.2463768115942,81.26086956521739,257.1159420289855,8.028985507246377,0.26345135210482296,0.3237674760853569
6,suspicious-document00006.txt,76.08,132.61369863013698,139.21369863013697,459.75616438356167,18.383561643835616,0.0468772061938156,0.331198479433093
7,suspicious-document00007.txt,45.97,169.57142857142858,209.42857142857142,685.7142857142857,23.0,0.43142857142857144,0.37910699241786017
8,suspicious-document00008.txt,27.5,84.70561652679147,106.74499677211104,340.5551969012266,11.221433182698515,0.08220277547638774,0.37207902077648886
9,suspicious-document00009.txt,30.34,129.45454545454547,163.0909090909091,531.8181818181819,15.454545454545455,0.41488519398258117,0.38974719101123595
10,suspicious-document00010.txt,57.78,167.96009673518742,195.46432889963725,666.2309552599759,20.525997581620313,0.06446708349255649,0.398158413845733
11,suspicious-document00011.txt,-222.88,176.25,208.5,709.0,20.0,0.4208860759493671,0.4
12,suspicious-document00012.txt,60.01,73.13089005235602,73.95287958115183,254.17801047120417,18.06806282722513,0.21607773851590106,0.3249319776600315
13,suspicious-document00013.txt,71.99,138.36363636363637,154.9090909090909,520.7272727272727,19.09090909090909,0.44360902255639095,0.3600525624178712
14,suspicious-document00014.txt,40.45,84.86029411764706,106.79779411764706,335.40808823529414,11.674632352941176,0.16182098305253217,0.37653812824956673
15,suspicious-document00015.txt,-33.99,63.79145077720207,67.54015544041451,224.28497409326425,11.884715025906736,0.13003929559016156,0.34304627693057443
16,suspicious-document00016.txt,-32.87,201.66666666666666,215.66666666666666,733.6666666666666,33.333333333333336,0.45419103313840153,0.34710743801652894
17,suspicious-document00017.txt,66.91,101.8808988764045,119.35280898876404,398.97078651685393,11.364044943820225,0.11758492790646263,0.38546882237466085
18,suspicious-document00018.txt,-71.98,352.0,432.5,1360.0,36.0,0.4889240506329114,0.43607954545454547
19,suspicious-document00019.txt,-136.6,125.12280701754386,144.08771929824562,472.50877192982455,17.087719298245613,0.2365505058615706,0.4017106001121705
20,suspicious-document00020.txt,68.13,52.73040482342808,53.99052540913006,182.2575366063738,10.41343669250646,0.12059987908809018,0.35821626919307414
21,suspicious-document00021.txt,-89.85,138.98181818181817,169.1818181818182,555.3272727272728,18.30909090909091,0.26399044918668857,0.3868899646735575
22,suspicious-document00022.txt,50.43,87.2300469483568,104.30399061032864,339.98474178403757,14.881455399061032,0.14630116291878453,0.36027294016311806
23,suspicious-document00023.txt,63.06,93.44444444444444,100.19444444444444,334.1388888888889,14.166666666666666,0.3432629026671285,0.3813912009512485
24,suspicious-document00024.txt,51.21,60.82727272727273,78.08181818181818,243.7,8.236363636363636,0.25647580095432854,0.377784422185678
25,suspicious-document00025.txt,70.77,39.241134751773046,42.836879432624116,147.0709219858156,6.276595744680851,0.3192429022082019,0.3557605353590161
26,suspicious-document00026.txt,25.91,62.98473282442748,70.23918575063614,240.10687022900763,10.475826972010179,0.19530502964237903,0.3707429402496667
